Sentence,General,Affirmative,Structure
Todos los dispositivos de reconocimiento de iris capturan patrones únicos,TRUE,TRUE,1
Algunos países no tienen impuesto sobre plusvalías mobiliarias,FALSE,TRUE,2
Ningún sistema de pensiones es completamente equitativo,TRUE,FALSE,3
Algunas personas pueden regenerar tejido hepático,FALSE,FALSE,4
Todos los compuestos organoarsénicos son derivados del arsénico,TRUE,TRUE,1
Algunos animales pueden transmitir conocimientos complejos,FALSE,TRUE,2
Ningún método pedagógico satisface todas las teorías del desarrollo,TRUE,FALSE,3
Algunas lenguas no tienen palabras para conceptos de temporalidad,FALSE,FALSE,4
Todos los seres vivos tienen organización jerárquica,TRUE,TRUE,1
Algunos virus pueden sobrevivir en condiciones extremas de radiación,FALSE,TRUE,2
Ningún material de construcción es perfectamente resistente a tornados,TRUE,FALSE,3
Algunas decisiones judiciales redefinen derechos humanos,FALSE,FALSE,4
Todos los mamíferos tienen pelo al nacer,TRUE,TRUE,1
Algunos descubrimientos científicos fueron suprimidos por intereses económicos,FALSE,TRUE,2
Ningún sistema político elimina completamente la desigualdad,TRUE,FALSE,3
Algunas tribus no tienen conceptos de culpa transferible,FALSE,FALSE,4
Todos los países tienen sistema de registro de divorcios,TRUE,TRUE,1
Algunos medicamentos pueden inducir estados de hiperconciencia,FALSE,TRUE,2
Ningún modelo económico explica completamente la innovación,TRUE,FALSE,3
Algunas personas pueden detectar cambios mínimos en campos magnéticos,FALSE,FALSE,4
Todos los vertebrados tienen sistema nervioso central,TRUE,TRUE,1
Algunos materiales pueden almacenar energía en enlaces químicos,FALSE,TRUE,2
Ningún test de personalidad describe completamente al individuo,TRUE,FALSE,3
Algunas culturas consideran los números como entidades cósmicas,FALSE,FALSE,4
Todos los dispositivos de reconocimiento de voz usan modelos neuronales,TRUE,TRUE,1
Algunos países no tienen impuesto sobre transacciones bursátiles,FALSE,TRUE,2
Ningún sistema de transporte es completamente sostenible,TRUE,FALSE,3
Algunas personas pueden resistir altas dosis de veneno,FALSE,FALSE,4
Todos los compuestos organosilícicos tienen enlaces silicio-carbono,TRUE,TRUE,1
Algunos animales pueden resolver problemas abstractos,FALSE,TRUE,2
Ningún método educativo satisface todas las necesidades especiales,TRUE,FALSE,3
Algunas lenguas no tienen palabras para conceptos de posesión,FALSE,FALSE,4
Todos los seres vivos tienen ciclo de vida,TRUE,TRUE,1
Algunos virus pueden saltar entre especies distantes,FALSE,TRUE,2
Ningún material de empaque es completamente biodegradable,TRUE,FALSE,3
Algunas decisiones corporativas afectan corrientes oceánicas,FALSE,FALSE,4
Todos los mamíferos tienen glándulas mamarias,TRUE,TRUE,1
Algunos fenómenos cuánticos desafían la localidad,FALSE,TRUE,2
Ningún sistema de salud es completamente eficiente,TRUE,FALSE,3
Algunas tribus no tienen conceptos de tiempo lineal,FALSE,FALSE,4
Todos los países tienen sistema de registro de adopciones,TRUE,TRUE,1
Algunos medicamentos pueden alterar la percepción del tiempo,FALSE,TRUE,2
Ningún modelo científico explica completamente la intuición,TRUE,FALSE,3
Algunas personas pueden ver polarización de la luz,FALSE,FALSE,4
Todos los vertebrados tienen sistema muscular,TRUE,TRUE,1
Algunos materiales pueden cambiar propiedades con presión,FALSE,TRUE,2
Ningún test de aptitud mide toda la potencialidad humana,TRUE,FALSE,3
Algunas culturas consideran los números como entidades sagradas,FALSE,FALSE,4
Todos los dispositivos de reconocimiento facial usan geometría facial,TRUE,TRUE,1
Algunos países no tienen impuesto sobre transacciones electrónicas,FALSE,TRUE,2
Ningún sistema de pensiones es completamente sostenible,TRUE,FALSE,3
Algunas personas pueden regenerar tejido nervioso periférico,FALSE,FALSE,4
Todos los compuestos organoestánnicos son derivados del estaño,TRUE,TRUE,1
Algunos animales pueden enseñar habilidades complejas,FALSE,TRUE,2
Ningún método de enseñanza satisface todas las culturas de aprendizaje,TRUE,FALSE,3
Algunas lenguas no tienen palabras para conceptos de cantidad,FALSE,FALSE,4
Todos los seres vivos tienen metabolismo,TRUE,TRUE,1
Algunos virus pueden evadir el sistema inmunitario por años,FALSE,TRUE,2
Ningún material de construcción es perfectamente resistente a inundaciones,TRUE,FALSE,3
Algunas decisiones legales cambian estructuras sociales,FALSE,FALSE,4
Todos los mamíferos tienen siete vértebras cervicales,TRUE,TRUE,1
Algunos descubrimientos científicos fueron considerados peligrosos,FALSE,TRUE,2
Ningún sistema político distribuye poder equitativamente,TRUE,FALSE,3
Algunas tribus no tienen conceptos de culpa individual,FALSE,FALSE,4
Todos los países tienen sistema de registro de patentes,TRUE,TRUE,1
Algunos medicamentos pueden inducir estados de conciencia alterada,FALSE,TRUE,2
Ningún modelo económico explica completamente el altruismo,TRUE,FALSE,3
Algunas personas pueden detectar cambios mínimos en presión atmosférica,FALSE,FALSE,4
Todos los vertebrados tienen sistema respiratorio,TRUE,TRUE,1
Algunos materiales pueden convertir calor en electricidad,FALSE,TRUE,2
Ningún test de inteligencia mide la sabiduría,TRUE,FALSE,3
Algunas culturas consideran los números como manifestaciones divinas,FALSE,FALSE,4
Todos los dispositivos de reconocimiento de huellas analizan minucias,TRUE,TRUE,1
Algunos países no tienen impuesto sobre dividendos,FALSE,TRUE,2
Ningún sistema de transporte es completamente inclusivo,TRUE,FALSE,3
Algunas personas pueden resistir altos niveles de radiación,FALSE,FALSE,4
Todos los compuestos organogermánicos contienen germanio-carbono,TRUE,TRUE,1
Algunos animales pueden transmitir conocimientos culturales,FALSE,TRUE,2
Ningún método pedagógico satisface todas las filosofías educativas,TRUE,FALSE,3
Algunas lenguas no tienen palabras para conceptos espaciales,FALSE,FALSE,4
Todos los seres vivos tienen ADN,TRUE,TRUE,1
Algunos virus pueden reprogramar células huésped,FALSE,TRUE,2
Ningún material de empaque es completamente reutilizable,TRUE,FALSE,3
Algunas decisiones corporativas afectan ecosistemas completos,FALSE,FALSE,4
Todos los mamíferos tienen glándulas sebáceas,TRUE,TRUE,1
Algunos fenómenos físicos parecen violar las leyes conocidas,FALSE,TRUE,2
Ningún sistema de salud es completamente accesible,TRUE,FALSE,3
Algunas tribus no tienen conceptos de tiempo medible,FALSE,FALSE,4
Todos los países tienen sistema de registro de marcas,TRUE,TRUE,1
Algunos medicamentos pueden mejorar la percepción sensorial,FALSE,TRUE,2
Ningún modelo científico explica completamente la conciencia,TRUE,FALSE,3
Algunas personas pueden ver en espectro infrarrojo,FALSE,FALSE,4
Todos los vertebrados tienen sistema digestivo,TRUE,TRUE,1
Algunos materiales pueden "recordar" múltiples formas,FALSE,TRUE,2
Ningún test de personalidad predice completamente el comportamiento,TRUE,FALSE,3
Algunas culturas consideran los números como fuerzas vivas,FALSE,FALSE,4
Todos los dispositivos de reconocimiento de voz usan espectrogramas,TRUE,TRUE,1
Algunos países no tienen impuesto sobre sucesiones,FALSE,TRUE,2
Ningún sistema de pensiones es generacionalmente equitativo,TRUE,FALSE,3
Algunas personas pueden regenerar tejido muscular cardiaco,FALSE,FALSE,4
Todos los compuestos organoplúmbicos contienen plomo-carbono,TRUE,TRUE,1
Algunos animales pueden planear acciones futuras,FALSE,TRUE,2
Ningún método de enseñanza satisface todas las culturas,TRUE,FALSE,3
Algunas lenguas no tienen palabras para conceptos de causalidad,FALSE,FALSE,4
Todos los seres vivos responden a estímulos externos,TRUE,TRUE,1
Algunos virus pueden integrarse permanentemente en el ADN humano,FALSE,TRUE,2
Ningún material de empaque es completamente inocuo,TRUE,FALSE,3
Algunas decisiones empresariales afectan patrones climáticos,FALSE,FALSE,4
Todos los mamíferos tienen glándulas sudoríparas,TRUE,TRUE,1
Algunos fenómenos cuánticos permiten estados entrelazados,FALSE,TRUE,2
Ningún sistema de salud es completamente universal,TRUE,FALSE,3
Algunas tribus no tienen conceptos de tiempo medido,FALSE,FALSE,4
Todos los países tienen sistema de registro de matrimonios,TRUE,TRUE,1
Algunos medicamentos pueden alterar la percepción del espacio,FALSE,TRUE,2
Ningún modelo científico explica completamente la memoria,TRUE,FALSE,3
Algunas personas pueden ver en espectro ultravioleta,FALSE,FALSE,4
Todos los vertebrados tienen sistema esquelético interno,TRUE,TRUE,1
Algunos materiales pueden cambiar color con pH,FALSE,TRUE,2
Ningún test de inteligencia mide la inteligencia social,TRUE,FALSE,3
Algunas culturas consideran los números como manifestaciones espirituales,FALSE,FALSE,4
Todos los dispositivos de reconocimiento de iris capturan patrones únicos,TRUE,TRUE,1
Algunos países no tienen impuesto sobre plusvalías mobiliarias,FALSE,TRUE,2
Ningún sistema de pensiones es completamente equitativo,TRUE,FALSE,3
Algunas personas pueden regenerar tejido hepático,FALSE,FALSE,4
Todos los compuestos organoarsénicos son derivados del arsénico,TRUE,TRUE,1
Algunos animales pueden transmitir conocimientos complejos,FALSE,TRUE,2
Ningún método pedagógico satisface todas las teorías del desarrollo,TRUE,FALSE,3
Algunas lenguas no tienen palabras para conceptos de temporalidad,FALSE,FALSE,4
Todos los seres vivos tienen organización jerárquica,TRUE,TRUE,1
Algunos virus pueden sobrevivir en condiciones extremas de radiación,FALSE,TRUE,2
Ningún material de construcción es perfectamente resistente a tornados,TRUE,FALSE,3
Algunas decisiones judiciales redefinen derechos humanos,FALSE,FALSE,4
Todos los mamíferos tienen pelo al nacer,TRUE,TRUE,1
Algunos descubrimientos científicos fueron suprimidos por intereses económicos,FALSE,TRUE,2
Ningún sistema político elimina completamente la desigualdad,TRUE,FALSE,3
Algunas tribus no tienen conceptos de culpa transferible,FALSE,FALSE,4
Todos los países tienen sistema de registro de divorcios,TRUE,TRUE,1
Algunos medicamentos pueden inducir estados de hiperconciencia,FALSE,TRUE,2
Ningún modelo económico explica completamente la innovación,TRUE,FALSE,3
Algunas personas pueden detectar cambios mínimos en campos magnéticos,FALSE,FALSE,4
Todos los vertebrados tienen sistema nervioso central,TRUE,TRUE,1
Algunos materiales pueden almacenar energía en enlaces químicos,FALSE,TRUE,2
Ningún test de personalidad describe completamente al individuo,TRUE,FALSE,3
Algunas culturas consideran los números como entidades cósmicas,FALSE,FALSE,4
Todos los dispositivos de reconocimiento de voz usan modelos neuronales,TRUE,TRUE,1
Algunos países no tienen impuesto sobre transacciones bursátiles,FALSE,TRUE,2
Ningún sistema de transporte es completamente sostenible,TRUE,FALSE,3
Algunas personas pueden resistir altas dosis de veneno,FALSE,FALSE,4
Todos los compuestos organosilícicos tienen enlaces silicio-carbono,TRUE,TRUE,1
Algunos animales pueden resolver problemas abstractos,FALSE,TRUE,2
Ningún método educativo satisface todas las necesidades especiales,TRUE,FALSE,3
Algunas lenguas no tienen palabras para conceptos de posesión,FALSE,FALSE,4
Todos los seres vivos tienen ciclo de vida,TRUE,TRUE,1
Algunos virus pueden saltar entre especies distantes,FALSE,TRUE,2
Ningún material de empaque es completamente biodegradable,TRUE,FALSE,3
Algunas decisiones corporativas afectan corrientes oceánicas,FALSE,FALSE,4
Todos los mamíferos tienen glándulas mamarias,TRUE,TRUE,1
Algunos fenómenos cuánticos desafían la localidad,FALSE,TRUE,2
Ningún sistema de salud es completamente eficiente,TRUE,FALSE,3
Algunas tribus no tienen conceptos de tiempo lineal,FALSE,FALSE,4
Todos los países tienen sistema de registro de adopciones,TRUE,TRUE,1
Algunos medicamentos pueden alterar la percepción del tiempo,FALSE,TRUE,2
Ningún modelo científico explica completamente la intuición,TRUE,FALSE,3
Algunas personas pueden ver polarización de la luz,FALSE,FALSE,4
Todos los vertebrados tienen sistema muscular,TRUE,TRUE,1
Algunos materiales pueden cambiar propiedades con presión,FALSE,TRUE,2
Ningún test de aptitud mide toda la potencialidad humana,TRUE,FALSE,3
Algunas culturas consideran los números como entidades sagradas,FALSE,FALSE,4
Todos los dispositivos de reconocimiento facial usan geometría facial,TRUE,TRUE,1
Algunos países no tienen impuesto sobre transacciones electrónicas,FALSE,TRUE,2
Ningún sistema de pensiones es completamente sostenible,TRUE,FALSE,3
Algunas personas pueden regenerar tejido nervioso periférico,FALSE,FALSE,4
Todos los compuestos organoestánnicos son derivados del estaño,TRUE,TRUE,1
Algunos animales pueden enseñar habilidades complejas,FALSE,TRUE,2
Ningún método de enseñanza satisface todas las culturas de aprendizaje,TRUE,FALSE,3
Algunas lenguas no tienen palabras para conceptos de cantidad,FALSE,FALSE,4
Todos los seres vivos tienen metabolismo,TRUE,TRUE,1
Algunos virus pueden evadir el sistema inmunitario por años,FALSE,TRUE,2
Ningún material de construcción es perfectamente resistente a inundaciones,TRUE,FALSE,3
Algunas decisiones legales cambian estructuras sociales,FALSE,FALSE,4
Todos los mamíferos tienen siete vértebras cervicales,TRUE,TRUE,1
Algunos descubrimientos científicos fueron considerados peligrosos,FALSE,TRUE,2
Ningún sistema político distribuye poder equitativamente,TRUE,FALSE,3
Algunas tribus no tienen conceptos de culpa individual,FALSE,FALSE,4
Todos los países tienen sistema de registro de patentes,TRUE,TRUE,1
Algunos medicamentos pueden inducir estados de conciencia alterada,FALSE,TRUE,2
Ningún modelo económico explica completamente el altruismo,TRUE,FALSE,3
Algunas personas pueden detectar cambios mínimos en presión atmosférica,FALSE,FALSE,4
Todos los vertebrados tienen sistema respiratorio,TRUE,TRUE,1
Algunos materiales pueden convertir calor en electricidad,FALSE,TRUE,2
Ningún test de inteligencia mide la sabiduría,TRUE,FALSE,3
Algunas culturas consideran los números como manifestaciones divinas,FALSE,FALSE,4
Todos los dispositivos de reconocimiento de huellas analizan minucias,TRUE,TRUE,1
Algunos países no tienen impuesto sobre dividendos,FALSE,TRUE,2
